EmployeeID,BenefitID,UsageFrequency,LastUsedDate,Age,Gender,Department,Tenure,BenefitType,BenefitSubType,BenefitCost,SatisfactionScore,Comments,age_group,tenure_group,subcat_401k Basic Matching,subcat_401k Catch-Up Contributions,subcat_401k High Contribution,subcat_401k Investment Fees,subcat_401k Maximum Matching,subcat_401k Standard Matching,subcat_After-School Care,subcat_Basic Coverage,subcat_Conference Attendance,subcat_Dependent Coverage,subcat_Family Membership,subcat_Graduate Degree,subcat_HDHP Individual,subcat_HMO Family,subcat_Healthcare FSA,subcat_Individual Courses,subcat_Monthly Communications,subcat_Monthly Internet Allowance,subcat_On-Site Infant Care,subcat_PPO Family,subcat_PPO Individual,subcat_Premium Discount Tier 1,subcat_Professional Certification,subcat_Supplemental High Amount,subcat_Supplemental Standard,subcat_Tier 1 Partners,subcat_Tier 2 Partners,subcat_Tier 3 Partners,subcat_Transit Subsidy,subcat_Undergraduate Degree
4132,2,6,2024-07-05,22,Male,IT,4,Health Insurance,PPO Individual,706.93,4,"Great coverage, but a bit expensive.",Gen Z,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2699,25,1,2024-01-24,39,Male,Sales,14,Life Insurance,Supplemental Standard,774.91,4,"Solid plan, happy with it.",Millennial,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
139,10,0,2024-03-15,23,Male,HR,5,Childcare,On-Site Infant Care,915.48,2,Limited availability.,Gen Z,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1068,28,2,2023-09-20,42,Female,Finance,13,Life Insurance,Dependent Coverage,165.54,4,"Solid plan, happy with it.",Gen X,5-15,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
349,1,10,2024-03-26,41,Male,Marketing,11,Retirement Plan,401k Basic Matching,876.21,4,Good plan with decent returns.,Millennial,5-15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4635,21,8,2024-02-02,26,Non-Binary,HR,4,Life Insurance,Basic Coverage,163.92,5,Great peace of mind for my family.,Millennial,<5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,3,8,2023-09-30,57,Male,Finance,11,Commuter Benefits,Transit Subsidy,325.0,2,Could use more vacation time.,Gen X,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1695,12,0,2024-04-12,34,Male,Finance,1,Tuition Reimbursement,Graduate Degree,824.53,5,Incredible support for education.,Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4805,27,9,2024-01-25,63,Male,Marketing,34,Retirement Plan,401k Maximum Matching,913.01,1,Unhappy with this benefit.,Boomer,>15,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3438,14,1,2023-10-05,51,Female,Finance,3,Gym Membership,Tier 1 Partners,73.36,4,"Good value, I enjoy the variety.",Gen X,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4186,23,5,2023-12-28,54,Male,Sales,3,Life Insurance,Supplemental High Amount,969.28,4,"Solid plan, happy with it.",Gen X,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
801,17,0,2024-06-09,38,Female,IT,11,Retirement Plan,401k Catch-Up Contributions,509.65,5,Top-notch retirement plan.,Millennial,5-15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1608,24,4,2024-03-06,62,Male,IT,40,Gym Membership,Tier 3 Partners,780.78,2,Not many locations available.,Boomer,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4572,27,5,2024-02-20,43,Female,Marketing,21,Retirement Plan,401k Maximum Matching,913.01,2,Returns are not as expected.,Gen X,>15,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3086,25,1,2024-07-04,38,Female,Marketing,17,Life Insurance,Supplemental Standard,774.91,5,Great peace of mind for my family.,Millennial,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2084,5,7,2023-12-30,58,Female,Marketing,15,Technology Stipend,Monthly Internet Allowance,75.0,5,Perfect for my work-life balance.,Boomer,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1139,19,0,2024-06-11,58,Female,Marketing,2,Gym Membership,Tier 2 Partners,343.73,5,Fantastic benefit! I use it daily.,Boomer,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3528,22,1,2023-12-31,46,Male,Sales,7,Health Insurance,HMO Family,624.0,4,"Great coverage, but a bit expensive.",Gen X,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2974,6,1,2023-11-24,56,Female,HR,35,Retirement Plan,401k Standard Matching,598.44,4,Good plan with decent returns.,Gen X,>15,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4719,12,1,2023-08-17,31,Female,IT,5,Tuition Reimbursement,Graduate Degree,824.53,1,Not worth the hassle.,Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4501,9,3,2024-02-27,27,Female,Marketing,1,Professional Development,Conference Attendance,850.0,5,Perfect for my work-life balance.,Millennial,<5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
847,1,5,2024-04-04,62,Female,IT,32,Retirement Plan,401k Basic Matching,876.21,1,Unhappy with this benefit.,Boomer,>15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2900,14,9,2024-04-09,49,Female,Marketing,26,Gym Membership,Tier 1 Partners,73.36,5,Fantastic benefit! I use it daily.,Gen X,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4624,4,3,2024-04-29,61,Male,IT,25,Retirement Plan,401k High Contribution,261.44,3,"Standard, nothing exceptional.",Boomer,>15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1001,28,7,2024-07-02,28,Female,IT,7,Life Insurance,Dependent Coverage,165.54,2,Coverage is minimal.,Millennial,5-15,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4435,8,7,2024-06-28,42,Female,IT,23,Wellness Programs,Premium Discount Tier 1,125.0,5,"Generous vacation days, very happy.",Gen X,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
534,19,8,2023-10-01,54,Male,Finance,30,Gym Membership,Tier 2 Partners,343.73,3,"It's okay, I use it occasionally.",Gen X,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2501,8,0,2023-11-28,47,Male,Marketing,5,Wellness Programs,Premium Discount Tier 1,125.0,3,Average amount of vacation days.,Gen X,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2601,24,6,2023-08-29,27,Male,Marketing,6,Gym Membership,Tier 3 Partners,780.78,2,Not many locations available.,Millennial,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3351,8,0,2023-08-11,47,Male,IT,28,Wellness Programs,Premium Discount Tier 1,125.0,5,"Generous vacation days, very happy.",Gen X,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
895,30,9,2024-01-09,28,Female,HR,2,Tuition Reimbursement,Individual Courses,723.73,3,Helps but limited in scope.,Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
536,4,5,2023-09-25,33,Female,Marketing,1,Retirement Plan,401k High Contribution,261.44,3,"Standard, nothing exceptional.",Millennial,<5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2351,15,2,2023-12-22,34,Male,Finance,1,Tuition Reimbursement,Professional Certification,359.21,1,Not worth the hassle.,Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3248,17,3,2024-02-23,32,Female,Sales,10,Retirement Plan,401k Catch-Up Contributions,509.65,1,Unhappy with this benefit.,Millennial,5-15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4854,6,2,2023-08-21,25,Male,IT,1,Retirement Plan,401k Standard Matching,598.44,5,Top-notch retirement plan.,Gen Z,<5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1896,16,4,2023-10-24,65,Female,HR,7,Health Insurance,HDHP Individual,84.55,1,"Terrible service, would not recommend.",Boomer,5-15,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4282,29,4,2023-11-28,31,Female,Sales,9,Childcare,After-School Care,475.0,2,Could use more vacation time.,Millennial,5-15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2168,29,0,2024-02-02,35,Male,Sales,16,Childcare,After-School Care,475.0,2,Could use more vacation time.,Millennial,>15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3295,26,5,2024-04-17,41,Male,IT,12,Gym Membership,Family Membership,519.66,5,Fantastic benefit! I use it daily.,Millennial,5-15,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4553,17,6,2024-03-14,24,Male,HR,5,Retirement Plan,401k Catch-Up Contributions,509.65,2,Returns are not as expected.,Gen Z,<5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3555,27,0,2023-12-20,54,Female,Marketing,13,Retirement Plan,401k Maximum Matching,913.01,5,Top-notch retirement plan.,Gen X,5-15,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
768,17,0,2024-03-01,37,Male,Finance,2,Retirement Plan,401k Catch-Up Contributions,509.65,2,Returns are not as expected.,Millennial,<5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3699,30,0,2023-09-28,31,Female,Sales,8,Tuition Reimbursement,Individual Courses,723.73,2,Complicated reimbursement process.,Millennial,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1878,1,6,2023-11-26,54,Female,Finance,32,Retirement Plan,401k Basic Matching,876.21,4,Good plan with decent returns.,Gen X,>15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4749,6,1,2024-01-23,54,Female,Marketing,36,Retirement Plan,401k Standard Matching,598.44,2,Returns are not as expected.,Gen X,>15,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
475,25,3,2023-09-29,39,Male,HR,15,Life Insurance,Supplemental Standard,774.91,5,Great peace of mind for my family.,Millennial,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3186,16,3,2024-05-21,61,Female,Marketing,33,Health Insurance,HDHP Individual,84.55,2,Not happy with the coverage options.,Boomer,>15,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
305,18,0,2024-07-05,23,Non-Binary,Finance,1,Retirement Plan,401k Investment Fees,743.01,3,"Standard, nothing exceptional.",Gen Z,<5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3930,30,0,2024-04-23,31,Female,Finance,1,Tuition Reimbursement,Individual Courses,723.73,1,Not worth the hassle.,Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1065,26,2,2023-10-06,61,Male,Sales,34,Gym Membership,Family Membership,519.66,5,Fantastic benefit! I use it daily.,Boomer,>15,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4155,9,1,2024-05-19,59,Female,IT,22,Professional Development,Conference Attendance,850.0,3,"Good, but sometimes difficult.",Boomer,>15,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2808,16,2,2023-09-11,26,Male,Finance,1,Health Insurance,HDHP Individual,84.55,4,"Great coverage, but a bit expensive.",Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3392,3,3,2024-02-16,45,Female,Finance,14,Commuter Benefits,Transit Subsidy,325.0,2,Could use more vacation time.,Gen X,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3092,2,0,2023-08-13,23,Female,IT,5,Health Insurance,PPO Individual,706.93,5,Excellent coverage and affordable.,Gen Z,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2201,9,1,2024-06-30,58,Male,Finance,7,Professional Development,Conference Attendance,850.0,3,"Good, but sometimes difficult.",Boomer,5-15,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
889,24,0,2023-08-27,65,Male,Finance,28,Gym Membership,Tier 3 Partners,780.78,3,"It's okay, I use it occasionally.",Boomer,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1707,25,0,2024-02-27,39,Male,Sales,14,Life Insurance,Supplemental Standard,774.91,1,Disappointing service.,Millennial,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2391,1,0,2024-05-28,56,Female,Sales,8,Retirement Plan,401k Basic Matching,876.21,1,Unhappy with this benefit.,Gen X,5-15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3075,11,1,2023-10-17,37,Male,Marketing,18,Health Insurance,PPO Family,928.75,4,"Great coverage, but a bit expensive.",Millennial,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1693,22,0,2024-05-10,44,Male,Marketing,3,Health Insurance,HMO Family,624.0,5,Excellent coverage and affordable.,Gen X,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1364,22,2,2024-02-29,28,Male,Sales,6,Health Insurance,HMO Family,624.0,5,Excellent coverage and affordable.,Millennial,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2941,29,0,2024-07-02,48,Male,Sales,12,Childcare,After-School Care,475.0,2,Could use more vacation time.,Gen X,5-15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4272,13,0,2024-03-15,63,Female,HR,24,Cell Phone Allowance,Monthly Communications,65.0,3,"Good, but sometimes difficult.",Boomer,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2326,4,0,2024-02-28,49,Male,IT,26,Retirement Plan,401k High Contribution,261.44,3,"Standard, nothing exceptional.",Gen X,>15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3316,1,6,2024-01-19,42,Female,Sales,12,Retirement Plan,401k Basic Matching,876.21,4,Good plan with decent returns.,Gen X,5-15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
650,15,1,2024-03-16,48,Male,HR,10,Tuition Reimbursement,Professional Certification,359.21,5,Incredible support for education.,Gen X,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
171,26,5,2024-02-20,51,Male,Sales,25,Gym Membership,Family Membership,519.66,3,"It's okay, I use it occasionally.",Gen X,>15,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3424,1,1,2024-07-13,60,Female,IT,39,Retirement Plan,401k Basic Matching,876.21,2,Returns are not as expected.,Boomer,>15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3731,16,10,2024-03-03,50,Male,HR,26,Health Insurance,HDHP Individual,84.55,5,Excellent coverage and affordable.,Gen X,>15,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1087,9,8,2023-09-28,32,Male,Marketing,9,Professional Development,Conference Attendance,850.0,5,Perfect for my work-life balance.,Millennial,5-15,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4587,30,5,2024-05-29,52,Male,Finance,18,Tuition Reimbursement,Individual Courses,723.73,4,Great for further studies.,Gen X,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1133,13,7,2024-04-02,36,Female,Marketing,14,Cell Phone Allowance,Monthly Communications,65.0,1,Inconvenient and inefficient.,Millennial,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4147,20,10,2024-05-07,29,Male,Marketing,4,Tuition Reimbursement,Undergraduate Degree,489.96,2,Complicated reimbursement process.,Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1961,11,4,2024-07-27,32,Female,Finance,3,Health Insurance,PPO Family,928.75,4,"Great coverage, but a bit expensive.",Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2338,20,0,2023-12-17,29,Non-Binary,Marketing,5,Tuition Reimbursement,Undergraduate Degree,489.96,4,Great for further studies.,Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2306,26,1,2024-02-28,37,Male,Marketing,12,Gym Membership,Family Membership,519.66,4,"Good value, I enjoy the variety.",Millennial,5-15,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
741,28,4,2023-08-21,43,Non-Binary,Sales,4,Life Insurance,Dependent Coverage,165.54,4,"Solid plan, happy with it.",Gen X,<5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4587,21,4,2023-12-20,52,Male,Finance,18,Life Insurance,Basic Coverage,163.92,5,Great peace of mind for my family.,Gen X,>15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1905,26,0,2024-07-23,37,Male,Finance,13,Gym Membership,Family Membership,519.66,5,Fantastic benefit! I use it daily.,Millennial,5-15,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1622,5,5,2024-03-17,38,Female,Finance,11,Technology Stipend,Monthly Internet Allowance,75.0,1,Inconvenient and inefficient.,Millennial,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3001,26,7,2024-04-18,30,Female,Finance,8,Gym Membership,Family Membership,519.66,1,Membership is not very useful.,Millennial,5-15,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4646,16,2,2024-01-05,48,Female,Sales,13,Health Insurance,HDHP Individual,84.55,4,"Great coverage, but a bit expensive.",Gen X,5-15,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2563,8,2,2023-09-10,47,Male,HR,27,Wellness Programs,Premium Discount Tier 1,125.0,5,"Generous vacation days, very happy.",Gen X,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2103,19,4,2023-11-23,26,Male,Finance,3,Gym Membership,Tier 2 Partners,343.73,1,Membership is not very useful.,Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3431,20,0,2024-07-29,49,Male,Finance,22,Tuition Reimbursement,Undergraduate Degree,489.96,3,Helps but limited in scope.,Gen X,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2590,5,6,2024-06-11,51,Non-Binary,Finance,17,Technology Stipend,Monthly Internet Allowance,75.0,1,Inconvenient and inefficient.,Gen X,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2187,23,6,2024-04-21,47,Non-Binary,HR,6,Life Insurance,Supplemental High Amount,969.28,3,"Average, but necessary.",Gen X,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3936,15,7,2024-02-20,40,Female,Sales,12,Tuition Reimbursement,Professional Certification,359.21,3,Helps but limited in scope.,Millennial,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1436,29,4,2024-05-01,38,Female,Marketing,17,Childcare,After-School Care,475.0,4,Sufficient time off provided.,Millennial,>15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
638,18,1,2024-02-13,46,Female,IT,3,Retirement Plan,401k Investment Fees,743.01,5,Top-notch retirement plan.,Gen X,<5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1480,21,2,2024-07-06,50,Male,Finance,23,Life Insurance,Basic Coverage,163.92,5,Great peace of mind for my family.,Gen X,>15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3521,5,7,2024-03-02,49,Male,HR,13,Technology Stipend,Monthly Internet Allowance,75.0,3,"Good, but sometimes difficult.",Gen X,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4152,10,10,2023-11-12,26,Male,Sales,3,Childcare,On-Site Infant Care,915.48,2,Limited availability.,Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2108,25,0,2024-02-09,49,Female,HR,29,Life Insurance,Supplemental Standard,774.91,4,"Solid plan, happy with it.",Gen X,>15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2134,2,5,2024-04-30,28,Female,HR,1,Health Insurance,PPO Individual,706.93,4,"Great coverage, but a bit expensive.",Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2858,25,4,2023-11-19,38,Male,Sales,1,Life Insurance,Supplemental Standard,774.91,2,Coverage is minimal.,Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2689,8,6,2024-04-22,33,Male,Marketing,13,Wellness Programs,Premium Discount Tier 1,125.0,2,Could use more vacation time.,Millennial,5-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4882,26,0,2023-10-17,43,Male,IT,11,Gym Membership,Family Membership,519.66,1,Membership is not very useful.,Gen X,5-15,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2625,9,5,2023-08-15,34,Female,Marketing,14,Professional Development,Conference Attendance,850.0,3,"Good, but sometimes difficult.",Millennial,5-15,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,29,1,2024-05-28,40,Male,Marketing,15,Childcare,After-School Care,475.0,5,"Generous vacation days, very happy.",Millennial,5-15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2837,30,5,2024-07-22,25,Male,HR,5,Tuition Reimbursement,Individual Courses,723.73,2,Complicated reimbursement process.,Gen Z,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3135,27,0,2023-10-13,32,Female,Finance,5,Retirement Plan,401k Maximum Matching,913.01,1,Unhappy with this benefit.,Millennial,<5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1880,20,0,2023-11-12,31,Male,HR,5,Tuition Reimbursement,Undergraduate Degree,489.96,2,Complicated reimbursement process.,Millennial,<5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
584,18,4,2023-12-09,51,Female,Finance,4,Retirement Plan,401k Investment Fees,743.01,5,Top-notch retirement plan.,Gen X,<5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4822,28,6,2023-08-22,48,Male,IT,12,Life Insurance,Dependent Coverage,165.54,4,"Solid plan, happy with it.",Gen X,5-15,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
